ISO3,total_req_yr,total_funded_yr,In Need_2024_AGR,In Need_2024_ALL,In Need_2024_CCM,In Need_2024_CSS,In Need_2024_EDU,In Need_2024_ERY,In Need_2024_FSC,In Need_2024_HEA,In Need_2024_LOG,In Need_2024_MS,In Need_2024_NUT,In Need_2024_PRO,In Need_2024_PRO-CPN,In Need_2024_PRO-GBV,In Need_2024_PRO-HLP,In Need_2024_PRO-MIN,In Need_2024_SHL,In Need_2024_WSH,Targeted_2024_AGR,Targeted_2024_ALL,Targeted_2024_CCM,Targeted_2024_CSS,Targeted_2024_EDU,Targeted_2024_ERY,Targeted_2024_FSC,Targeted_2024_HEA,Targeted_2024_LOG,Targeted_2024_MS,Targeted_2024_NUT,Targeted_2024_PRO,Targeted_2024_PRO-CPN,Targeted_2024_PRO-GBV,Targeted_2024_PRO-HLP,Targeted_2024_PRO-MIN,Targeted_2024_SHL,Targeted_2024_WSH,Reached_2024_AGR,Reached_2024_ALL,Reached_2024_CCM,Reached_2024_CSS,Reached_2024_EDU,Reached_2024_ERY,Reached_2024_FSC,Reached_2024_HEA,Reached_2024_LOG,Reached_2024_MS,Reached_2024_NUT,Reached_2024_PRO,Reached_2024_PRO-CPN,Reached_2024_PRO-GBV,Reached_2024_PRO-HLP,Reached_2024_PRO-MIN,Reached_2024_SHL,Reached_2024_WSH,In Need_2025_ALL,In Need_2025_CCM,In Need_2025_CSS,In Need_2025_EDU,In Need_2025_ERY,In Need_2025_FSC,In Need_2025_HEA,In Need_2025_LOG,In Need_2025_MPC,In Need_2025_MS,In Need_2025_NUT,In Need_2025_PRO,In Need_2025_PRO-CPN,In Need_2025_PRO-GBV,In Need_2025_PRO-HLP,In Need_2025_PRO-MIN,In Need_2025_SHL,In Need_2025_TEL,In Need_2025_WSH,Targeted_2025_ALL,Targeted_2025_CCM,Targeted_2025_CSS,Targeted_2025_EDU,Targeted_2025_ERY,Targeted_2025_FSC,Targeted_2025_HEA,Targeted_2025_LOG,Targeted_2025_MPC,Targeted_2025_MS,Targeted_2025_NUT,Targeted_2025_PRO,Targeted_2025_PRO-CPN,Targeted_2025_PRO-GBV,Targeted_2025_PRO-HLP,Targeted_2025_PRO-MIN,Targeted_2025_SHL,Targeted_2025_TEL,Targeted_2025_WSH,Reached_2025_ALL,Reached_2025_CCM,Reached_2025_CSS,Reached_2025_EDU,Reached_2025_ERY,Reached_2025_FSC,Reached_2025_HEA,Reached_2025_LOG,Reached_2025_MPC,Reached_2025_MS,Reached_2025_NUT,Reached_2025_PRO,Reached_2025_PRO-CPN,Reached_2025_PRO-GBV,Reached_2025_PRO-HLP,Reached_2025_PRO-MIN,Reached_2025_SHL,Reached_2025_TEL,Reached_2025_WSH,pooled_budget,pooled_dependency,combined_social_need,neglect_index,health_to_food_need_ratio,health_budget_per_person
GTM,100563396.0,24992697.0,,5300000.0,1471822.0,,1663608.0,,21392532.0,4110816.0,,,8135328.0,8810745.0,3463410.0,3565216.0,,,,5909641.74,,2500000.0,732417.0,,660000.0,,3205000.0,1643672.0,,,3254012.0,1430434.0,1078528.0,517500.0,,,,3088655.0,,497000.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,10819765.0,568344.0,0.0,1387497.0,,6367921.0,2693654.0,,,,4739087.0,8711024.0,2029875.0,5833074.0,,,,,2142344.0,5904672.0,456980.0,0.0,416467.0,,883383.0,697071.0,,,,1464822.0,3248357.0,601028.0,382500.0,,,,,990487.0,275000.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,20572874.0,0.8231553872255009,0.4230036109110633,9.278358587124186
GIN,,3341849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
GUY,9886876.0,110279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
HTI,908159989.0,236379498.0,,27897293.0,1508005.0,,5955353.0,,31039684.0,23445484.0,,0.0,5347785.0,7812121.0,3761953.0,8198281.0,,,22238663.0,23849263.0,,18257413.0,854112.0,,3870986.0,,17501958.5,9382142.0,,0.0,4116697.0,3985955.0,1705205.0,4203458.0,,,3042598.0,11825708.0,,1900000.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,42985706.0,7698093.0,,10615196.0,,40408200.0,29502365.0,,0.0,,5852460.0,5542155.0,6686896.0,6143277.0,,,26594083.0,,26975689.0,28673844.0,2427530.0,,7294883.0,,25083960.0,13957761.0,,252225.0,,4529570.0,3161179.0,4968228.0,3330756.0,,,3834706.0,,12895195.0,2200000.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,4500000.0,0.01903718401161847,29924825.0,0.12659653280676425,0.7301083510250803,8.0122217316401
HND,138491372.0,15576631.0,,2800000.0,1119140.0,,419772.0,,1435718.0,6731453.0,,,437398.0,1304626.0,543960.0,997174.0,,,,1593377.0,,1300000.0,447650.0,,209886.0,,900000.0,1817314.0,,,219000.0,430000.0,245000.0,259491.0,,,,560000.0,,470000.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,8310899.0,2087917.0,,2052116.0,,4983514.0,3427488.0,,,,1857852.0,4758058.0,2133421.0,3521529.0,,,,,4743707.0,4065765.0,879285.0,,931334.0,,1677881.0,1415537.0,,,,880523.0,1560689.0,997172.0,722712.0,,,,,1836408.0,132000.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,8534572.0,0.5479086878344432,0.687765161738251,4.544618815698606
IDN,,15245858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
IRN,263236972.0,20699119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
IRQ,,97913975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
JOR,911250694.0,156242509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
KEN,14054077.0,1258026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
PRK,,2383644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
KGZ,,11076152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
LAO,,9152380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
LBN,371357000.0,288678888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35150000.0,0.12176158860636875,0.0,0.0,,
LSO,,4262153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
LBR,,350552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
LBY,106632000.0,14022374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MDG,,48393757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MWI,57478430.0,22578191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MLI,771314315.0,189699954.0,,35535990.0,,,11537740.0,,6938610.0,17595494.0,,0.0,16703927.0,8982101.0,2601408.0,3644430.0,2167594.0,2830523.9852,9909820.0,16057175.0,,20407060.0,,,8890418.0,,2012686.0,10557296.0,,349504.0,12472006.0,5590988.0,1573861.0,2004436.0,837826.0,1960261.0,2635641.0,11920602.0,,1500000.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32157658.0,,,9050813.0,,8725967.0,18714846.0,,0.0,837585.0,14191493.0,14671704.0,5061396.0,6767234.0,3201861.0,4034535.0,11675297.0,,16280139.0,23545059.0,,,8435467.0,,6980775.0,12276841.0,,5358601.0,670317.0,11353189.0,7991460.0,2427990.0,2803005.0,1248725.0,3025900.0,3862620.0,,9407222.0,1800000.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,44242358.0,0.23322281758053132,2.1447300746461595,10.136334750692859
MRT,,34815990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MEX,23304526.0,6120992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MDA,205507394.0,53691328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MNG,,1870367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
MOZ,133082917.0,9769335.0,,10157069.4006448,704206.0,,5580853.146,,11648791.937,1232568.0,0.0,,624646.0,30690698.0,6666636.0,6284125.0,3994432.0,,1639572.0,16531963.0,,7484605.507734,814800.0,,3814322.257,,8673411.411,1070475.0,0.0,,487123.0,17321610.55,3107234.618,2943662.0,1748379.34,,477317.0,11410370.0,,1606673.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3915087.0,2233059.0,,1378328.0,,4166617.0,2893398.0,,,,1073936.0,5359918.0,3724804.0,2664519.0,1122148.0,,3873582.0,,5359521.0,3291288.0,1325976.0,,1295873.0,,3828429.0,1805252.0,,,,1283936.0,2605192.0,2002530.0,2094426.0,295599.0,,1982120.0,,4371989.0,1105000.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,43009797.146,4.402530238083735,0.6944236308680085,3.3764216411217394
MMR,1137811569.0,200050333.0,,222240074.0,,,54007306.0,,154307696.0,144110368.0,,,26291700.0,270291920.0,95472313.0,75109909.0,,64632601.0,51108198.0,56502919.0,,63948250.0,,,16291139.0,,27269502.0,32615045.0,,,7524965.0,68411477.0,23762347.0,16989981.0,,24457858.0,15997525.0,20025290.0,,3900000.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,219710870.0,,0.0,54977847.0,,166960415.0,141581174.0,,0.0,,34574438.0,140715304.0,105735793.0,105963286.0,,88244109.0,62691473.0,,78346275.0,61669882.0,,5525241.0,14891095.0,,20916327.0,26980728.0,,2469324.0,,7649891.0,48885939.0,26425763.0,23017963.0,,13394187.0,28537995.0,,25520516.0,1000000.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,36000000.0,0.17995471169748065,519992377.0,2.5993077172268055,0.8479924606800213,1.4129726851044992
NAM,,5308153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
NPL,,16813795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
NIC,,1183603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
NER,603027582.0,156816763.0,,13558774.0,,,5391135.0,,10275527.0,8344734.0,,,11744614.0,8845642.0,5102207.0,4858427.0,4868945.0,3363520.0,4964670.0,10355546.0,,8254736.0,,,3243124.0,,7825994.0,6675783.0,,,6528239.0,4599730.0,3064330.0,2477803.0,1460685.0,1214626.0,3542060.0,4116684.0,,3000000.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7740986.0,,,6259200.0,,3833637.0,3357930.0,,0.0,,2161052.0,6015074.0,3672566.0,3916796.0,3274245.0,672704.0,4425930.0,,5455916.0,6396333.0,,,2943959.0,,3833637.0,2965473.0,,11960.0,,1387963.0,4404781.0,2406001.223,2071909.0,1630234.0,242925.0,4190344.88,,4458837.0,844290.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,26511051.0,0.16905750586716609,0.8759121231582117,46.700412545701504
NGA,910246471.0,284691216.0,,39726820.0,12436345.0,780.0,7769320.0,6938605.0,21914070.0,26714485.0,100000.0,42502.0,18871520.0,25953393.0,10103882.0,11303348.0,8029911.0,9170936.0,15217570.0,25222165.0,,22164378.0,8320418.0,780.0,4939223.0,2091719.0,16268393.0,29309397.0,60000.0,42502.0,10249576.0,15041274.0,6071870.0,6601890.0,3103216.316,2831640.0,10468216.0,24704125.0,,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39235240.0,12868137.0,780.0,8244020.0,8778627.0,25765740.0,24654465.0,,42502.0,0.0,19127655.0,19806970.0,9847737.0,9146394.0,4483296.0,9101806.0,17065237.0,,26006702.0,17920535.0,7155616.0,780.0,4670429.0,2426311.0,14022367.0,15793597.0,,42502.0,520000.0,11393539.0,9563352.0,5222631.0,5499686.0,1841932.0,2736517.0,7652802.0,,12806431.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19600000.0,0.0688465217697479,61773703.0,0.21698492721677465,0.9568700158865991,11.54724730196955
PSE,4073058682.0,2529405746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105310000.0,0.04163428511480894,0.0,0.0,,
PAK,85687180.0,56703600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
PAN,18812451.0,2250002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
PRY,4536485.0,137236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
PER,284811689.0,25645377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
PHL,16880751.0,24658622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
POL,206518173.0,20427437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
RUS,,55318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
RWA,82800885.0,17520140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
VCT,,4941687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
SEN,,6656830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
SRB,,169563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
SLE,,9072835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
SLB,,992682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
SOM,8554300.0,1367292.0,,16010360.0,11584929.0,,7084311.102353,,12884610.0,19796000.778995,,3900000.0,14393433.0,11350948.06615488,9078188.37935606,9734430.7319111,5038210.1220729,6976799.880129419,13795719.0,19927578.98369486,,12579494.0,8100000.0,,2693852.3052612,,8209194.0,11297925.0,,2700000.0,8941880.569348,1927369.083028,6293383.9899354605,5703115.6865804,1848736.574109358,1199999.7981444001,4164717.065,12680547.554658119,,5472932.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17939223.0,7459405.0,0.0,7773614.0,,13568073.0,16200128.0,0.0,0.0,47923.0,10053139.0,12461113.0,9070906.0,9032630.0,4672980.0,5299505.0,12343184.0,,15728349.0,13714978.0,5756097.0,0.0,2573686.0,,7574630.0,11356207.0,0.0,3164331.0,47923.0,7049186.0,9123406.0,3626528.0,6260167.0,2756459.0,889795.0,3783372.0,,11545889.0,2700000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58650000.0,42.895007065059986,38669986.16850788,28.282150328062734,1.193988770992847,0.08440006866611988
SSD,1694778653.0,713321164.0,,26090956.0,8154819.0,,10179439.0,,34893078.0,31534461.0,,0.0,12611597.0,46911411.0,15788708.0,13524627.0,8386547.0,12779556.0,10694527.0,27932453.0,,16934127.0,6681375.0,,3743997.0,,19842597.0,17758120.0,,8825949.0,9118815.0,13819130.0,1975916.0,2479375.0,1078606.0,2536475.0,6951424.0,13218452.0,,5000000.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46450440.0,4055199.0,,8161533.0,,38808575.0,25031179.0,37950.0,16361570.0,680000.0,21672941.0,39879520.0,15241626.0,10000388.0,5838022.0,11905890.0,12729955.0,,25050687.0,26934914.0,3380658.0,,3383660.0,,17782620.0,15448694.0,37950.0,11195727.0,680000.0,14218026.0,8276264.0,1287735.0,2060396.0,428438.0,1899002.0,4100646.0,,11257833.0,3900000.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,105131903.0,0.14738368656143827,0.6449909164407372,28.49730472155128
LKA,,23822036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
SDN,4162518656.0,1630357837.0,,245683764.0,16836897.0,,86019496.86798,,189058111.0,135961576.0,,5490653.0,40859630.0,72838904.0,56489773.0,63587594.0,,29906991.0,83857599.0,187676365.4,,151481714.0,15431448.0,,40583718.86798,,117832082.0,51747298.0,,5490653.0,21160279.0,35419478.0,27725052.0,18169349.0,,19081277.0,21316313.0,93920881.39990725,,14000000.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,283099158.0,42993391.0,,75302967.0,,233249393.0,188820270.0,,0.0,6512776.0,33519375.0,109043530.0,104650031.0,86302504.0,,116988693.0,108017310.0,,235739196.0,194693358.0,17532456.0,,26604490.0,,148955769.0,87419953.0,,16770078.0,6512776.0,20936101.0,33505155.0,28867622.0,22400710.0,,27961389.0,20201771.0,,113707707.0,20900000.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,171630000.0,0.10527136810395815,343204897.86798,0.21050893850947341,0.8095209456364119,8.63444284009104
SYR,3186585280.0,1166879149.0,,102844416.0,9517977.0,,36875860.0,64395775.0,81561031.0,77093896.0,,0.0,23753778.0,79197852.0,6370016.0,43943506.0,,14368062.0,67014351.0,70136135.0,,66307946.0,4759318.0,,21914005.0,20672763.0,42046244.0,53816199.0,,6020907.0,13487553.0,59398388.0,2866507.0,8330874.0,,4000000.0,17351735.0,42229704.0,,4200000.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500000.0,0.035564951208156344,116073712.0,0.09947363615161005,,
TJK,,80087378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TZA,100408210.0,11832303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TLS,,11218664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TGO,,8641317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TTO,19461087.0,829917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TUN,,12525051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TKM,,272652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
TUR,740852304.0,32702515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
